ID,power,speed,thickness,dia,Solidt,Sdensity,Sspheat,Sthercondu,Liquidt,Ldensity,LSpheat,Lthercondu,Lsurfacet,Lviscosity,Lfusion,dsigma,Absorptivity,Lvapor,defect,defects
B37,250,800,70,100,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,0,Gd
B14,200,300,40,66,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,3,Kh
D81,180,800,50,92,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,0,Gd
B68,55,1000,46,60,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,1,Bl
B41,250,1200,70,100,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,1,Bl
D5,20,1000,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,2,Lf
H1,65,50,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,0,Gd
B42,250,1400,70,100,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,1,Bl
H19,73.5,2150,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,2,Lf
B13,200,200,40,66,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,3,Kh
A34,125,1000,50,70,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,2,Lf
A48,175,800,50,70,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,2,Lf
D6,20,1200,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,2,Lf
B67,55,800,46,60,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,2,Lf
F16,150,1400,30,100,1778,7.23,742.6,27.22,1783,7,808.6,36.7,1.75,0.00644,12680,-0.00046,0.36,148238.62,1,Bl
D64,200,400,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,3,Kh
D44,140,600,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,1,Bl
B12,200,100,40,66,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,3,Kh
H17,55,1150,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,2,Lf
H12,52,2150,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,2,Lf
D99,215,580,30,100,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,3,Kh
F6,100,800,30,100,1778,7.23,742.6,27.22,1783,7,808.6,36.7,1.75,0.00644,12680,-0.00046,0.36,148238.62,2,Lf
H15,65,250,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,2,Lf
C50,300,600,30,50,840,2.57,1336.8,165.66,866,2.44,1141.82,60.12,0.85,0.00106,135000,0.0000671,0.35,71999.24,3,Keyhole
B70,150,1500,40,66,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,0,Gd
D8,40,200,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,2,Lf
H4,750,600,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,0,Gd
B31,150,600,70,100,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,0,Gd
H34,240,1800,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,1,Bl
G7,80,500,40,100,1555,7.27,699.2,28.7,1586,6.9,740.8,20.17,1.53,0.0076,142500,-0.000147,0.3,131860.04,3,Kh
H35,250,2150,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,1,Bl
D84,180,2000,50,92,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,0,Gd
F7,200,800,30,100,1778,7.23,742.6,27.22,1783,7,808.6,36.7,1.75,0.00644,12680,-0.00046,0.36,148238.62,0,Gd
G26,220,2000,40,100,1555,7.27,699.2,28.7,1586,6.9,740.8,20.17,1.53,0.0076,142500,-0.000147,0.3,131860.04,1,Bl
D45,140,800,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,1,Bl
E4,40,1900,50,72,1522,7.93,631.06,24.12,1611,7.6,674.6,26.4,1.72,0.00809,16500,-0.00037,0.38,133938.54,1,Bl
G6,80,400,40,100,1555,7.27,699.2,28.7,1586,6.9,740.8,20.17,1.53,0.0076,142500,-0.000147,0.3,131860.04,3,Kh
D96,400,400,20,87,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,3,Kh
G5,50,500,40,100,1555,7.27,699.2,28.7,1586,6.9,740.8,20.17,1.53,0.0076,142500,-0.000147,0.3,131860.04,2,Lf
B74,75,2200,40,66,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,2,Lf
A49,125,200,50,70,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,3,Kh
A22,75,800,50,70,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,2,Lf
F18,250,1400,30,100,1778,7.23,742.6,27.22,1783,7,808.6,36.7,1.75,0.00644,12680,-0.00046,0.36,148238.62,1,Bl
D47,140,1200,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,1,Bl
E6,55,400,50,72,1522,7.93,631.06,24.12,1611,7.6,674.6,26.4,1.72,0.00809,16500,-0.00037,0.38,133938.54,0,Gd
B57,165,800,46,60,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,0,Gd
D41,120,1400,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,1,Bl
H24,105,900,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,2,Lf
G13,130,1000,40,100,1555,7.27,699.2,28.7,1586,6.9,740.8,20.17,1.53,0.0076,142500,-0.000147,0.3,131860.04,0,Gd
F26,150,2000,30,100,1778,7.23,742.6,27.22,1783,7,808.6,36.7,1.75,0.00644,12680,-0.00046,0.36,148238.62,2,Lf
C11,60,50,50,75,840,2.57,1336.8,165.66,866,2.44,1141.82,60.12,0.85,0.00106,135000,0.0000671,0.35,71999.24,0,Good
B62,275,1000,46,60,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,0,Gd
C28,130,3000,50,75,840,2.57,1336.8,165.66,866,2.44,1141.82,60.12,0.85,0.00106,135000,0.0000671,0.35,71999.24,2,Lack of Fusion
F25,125,2000,30,100,1778,7.23,742.6,27.22,1783,7,808.6,36.7,1.75,0.00644,12680,-0.00046,0.36,148238.62,2,Lf
C45,195,1900,50,75,840,2.57,1336.8,165.66,866,2.44,1141.82,60.12,0.85,0.00106,135000,0.0000671,0.35,71999.24,1,Balling
G10,80,800,40,100,1555,7.27,699.2,28.7,1586,6.9,740.8,20.17,1.53,0.0076,142500,-0.000147,0.3,131860.04,0,Gd
D95,200,400,20,87,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,3,Kh
C22,100,3000,50,75,840,2.57,1336.8,165.66,866,2.44,1141.82,60.12,0.85,0.00106,135000,0.0000671,0.35,71999.24,2,Lack of Fusion
E17,85,1400,50,72,1522,7.93,631.06,24.12,1611,7.6,674.6,26.4,1.72,0.00809,16500,-0.00037,0.38,133938.54,3,Kh
D26,80,1200,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,1,Bl
F1,100,600,30,100,1778,7.23,742.6,27.22,1783,7,808.6,36.7,1.75,0.00644,12680,-0.00046,0.36,148238.62,0,Gd
B81,100,300,30,70,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,2,Lf
D16,60,400,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,2,Lf
D61,180,1200,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,1,Bl
D59,180,800,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,1,Bl
C53,350,1400,30,50,840,2.57,1336.8,165.66,866,2.44,1141.82,60.12,0.85,0.00106,135000,0.0000671,0.35,71999.24,2,Lack of Fusion
A13,125,300,50,70,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,0,Gd
D94,200,300,20,87,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,3,Kh
D66,200,800,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,1,Bl
B60,220,600,46,60,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,0,Gd
B65,275,800,46,60,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,0,Gd
D86,100,400,20,87,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,0,Gd
H20,78.5,1800,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,2,Lf
F15,350,1200,30,100,1778,7.23,742.6,27.22,1783,7,808.6,36.7,1.75,0.00644,12680,-0.00046,0.36,148238.62,3,Kh
B72,75,800,40,66,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,2,Lf
H44,165,800,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,3,Kh
B52,110,400,46,60,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,0,Gd
G20,170,1500,40,100,1555,7.27,699.2,28.7,1586,6.9,740.8,20.17,1.53,0.0076,142500,-0.000147,0.3,131860.04,1,Bl
B78,300,1500,40,66,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,3,Kh
G14,130,1100,40,100,1555,7.27,699.2,28.7,1586,6.9,740.8,20.17,1.53,0.0076,142500,-0.000147,0.3,131860.04,0,Gd
A55,175,200,50,70,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,3,Kh
C27,130,1900,50,75,840,2.57,1336.8,165.66,866,2.44,1141.82,60.12,0.85,0.00106,135000,0.0000671,0.35,71999.24,1,Balling
A76,400,600,75,55,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,3,Kh
B30,150,400,70,100,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,0,Gd
E1,35,400,50,72,1522,7.93,631.06,24.12,1611,7.6,674.6,26.4,1.72,0.00809,16500,-0.00037,0.38,133938.54,1,Bl
D48,140,1400,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,1,Bl
D21,80,200,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,0,Gd
A23,75,900,50,70,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,2,Lf
A46,200,1000,50,70,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,2,Lf
A39,150,1000,50,70,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,2,Lf
D32,100,1000,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,1,Bl
D4,20,800,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,2,Lf
H16,65,400,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,2,Lf
F20,125,1600,30,100,1778,7.23,742.6,27.22,1783,7,808.6,36.7,1.75,0.00644,12680,-0.00046,0.36,148238.62,2,Lf
D83,180,1500,50,92,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,0,Gd
B40,100,1000,70,100,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,2,Lf
A62,400,1000,75,55,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,1,Bl
D102,280,1600,30,100,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,1,Bl
C34,160,3000,50,75,840,2.57,1336.8,165.66,866,2.44,1141.82,60.12,0.85,0.00106,135000,0.0000671,0.35,71999.24,1,Balling
C18,100,300,50,75,840,2.57,1336.8,165.66,866,2.44,1141.82,60.12,0.85,0.00106,135000,0.0000671,0.35,71999.24,0,Good
D40,120,1200,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,1,Bl
A52,150,100,50,70,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,3,Kh
H8,50,50,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,2,Lf
D68,200,1200,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,1,Bl
F17,200,1400,30,100,1778,7.23,742.6,27.22,1783,7,808.6,36.7,1.75,0.00644,12680,-0.00046,0.36,148238.62,1,Bl
E13,75,400,50,72,1522,7.93,631.06,24.12,1611,7.6,674.6,26.4,1.72,0.00809,16500,-0.00037,0.38,133938.54,3,Kh
H29,175,1300,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,1,Bl
A15,175,900,50,70,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,0,Gd
E15,85,400,50,72,1522,7.93,631.06,24.12,1611,7.6,674.6,26.4,1.72,0.00809,16500,-0.00037,0.38,133938.54,3,Kh
C17,100,50,50,75,840,2.57,1336.8,165.66,866,2.44,1141.82,60.12,0.85,0.00106,135000,0.0000671,0.35,71999.24,0,Good
B45,370,1400,70,100,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,1,Bl
D88,200,600,20,87,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,0,Gd
H39,100,40,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,3,Kh
D75,180,100,50,92,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,0,Gd
D33,100,1200,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,1,Bl
B43,300,1400,70,100,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,1,Bl
G1,50,100,40,100,1555,7.27,699.2,28.7,1586,6.9,740.8,20.17,1.53,0.0076,142500,-0.000147,0.3,131860.04,2,Lf
D77,180,300,50,92,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,0,Gd
A72,300,600,75,55,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,3,Kh
A58,100,300,75,55,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,0,Gd
A43,200,600,50,70,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,2,Lf
F2,150,600,30,100,1778,7.23,742.6,27.22,1783,7,808.6,36.7,1.75,0.00644,12680,-0.00046,0.36,148238.62,0,Gd
D62,180,1400,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,1,Bl
C15,60,1900,50,75,840,2.57,1336.8,165.66,866,2.44,1141.82,60.12,0.85,0.00106,135000,0.0000671,0.35,71999.24,2,Lack of Fusion
A38,150,900,50,70,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,2,Lf
H10,50,250,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,2,Lf
D92,200,100,20,87,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,3,Kh
E19,85,2400,50,72,1522,7.93,631.06,24.12,1611,7.6,674.6,26.4,1.72,0.00809,16500,-0.00037,0.38,133938.54,3,Kh
F23,250,1600,30,100,1778,7.23,742.6,27.22,1783,7,808.6,36.7,1.75,0.00644,12680,-0.00046,0.36,148238.62,1,Bl
D24,80,800,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,2,Lf
H37,80,150,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,3,Kh
B83,100,500,30,70,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,2,Lf
A73,300,700,75,55,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,3,Kh
B80,400,1500,40,66,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,3,Kh
B73,75,1500,40,66,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,2,Lf
A19,75,500,50,70,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,2,Lf
A75,400,400,75,55,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,3,Kh
G9,80,700,40,100,1555,7.27,699.2,28.7,1586,6.9,740.8,20.17,1.53,0.0076,142500,-0.000147,0.3,131860.04,0,Gd
A25,100,400,50,70,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,2,Lf
D18,60,1000,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,2,Lf
A51,150,300,50,70,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,3,Kh
C26,130,1200,50,75,840,2.57,1336.8,165.66,866,2.44,1141.82,60.12,0.85,0.00106,135000,0.0000671,0.35,71999.24,0,Good
